50030,2.851
40162,0.352
40855,2.398
84741,2.807
31698,1.472
54922,3.775
24455,0.113
48070,1.876
16085,3.649
41596,2.725
49043,2.326
83479,0.691
90857,0.08
57026,2.089
89505,0.153
35267,1.852
33528,2.951
84159,0.337
48223,1.111
37651,1.149
26507,2.416
90314,0.572
81526,3.146
56723,3.749
31185,3.274
27545,0.611
32587,1.068
49748,3.454
90659,0.65
27060,1.291
16926,1.233
83662,0.811
17844,0.145
71419,1.691
28390,1.355
13995,3.16
64451,0.255
54808,3.319
72010,2.694
44013,0.448
55083,2.341
35811,0.26
85902,0.512
29071,3.977
36653,3.842
26916,1.049
17933,3.938
28935,3.501
80706,2.758
15020,3.034
19369,0.385
75956,3.586
79667,1.62
59304,0.749
79232,2.448
25695,0.891
80608,0.311
83965,1.967
11932,3.014
42347,3.837
84191,2.753
21400,0.975
23579,3.129
73158,2.482
86799,2.491
13968,3.998
65593,2.478
10699,1.618
86722,1.561
36174,1.753
62208,0.099
30255,2.737
80758,3.861
52992,0.042
24637,2.875
86830,0.128
39715,0.386
94071,1.664
97269,1.956
77110,3.968
73294,3.709
40053,0.586
61106,0.7
64451,0.66
16291,1.669
67525,2.525
51645,3.684
44124,3.199
51676,1.77
51178,0.743
37401,2.765
51210,0.538
79215,0.048
70230,2.085
71678,2.367
49143,1.453
68010,1.196
76153,2.611
72164,0.314
20472,2.445
42419,1.25
94649,2.982
17162,0.89
61240,1.636
74563,0.538
95760,2.109
12841,2.24
71872,0.048
52244,0.797
43970,2.223
55517,0.335
53180,1.912
98408,1.103
98800,0.655
26746,2.905
19809,1.538
39348,3.385
84289,3.967
77567,2.85
14948,2.187
49842,1.041
82342,2.204
67501,3.631
39860,0.338
65028,2.892
26507,1.965
73098,2.242
19492,1.105
84953,1.85
78676,3.215
31218,1.622
30070,3.964
12289,2.273
28099,0.741
76113,2.782
33510,3.028
22994,3.323
20181,0.982
35204,3.716
85527,0.298
94961,3.609
59715,1.852
58865,2.471
71508,3.062
76676,2.196
24314,1.153
95449,1.005
37978,0.149
13344,3.251
57290,0.282
73595,0.586
41495,3.663
51565,1.706
41227,3.481
50267,3.44
99668,3.616
66093,2.754
87378,1.335
86779,3.04
50325,1.631
89644,1.742
49996,0.742
58290,3.892
82669,3.573
56795,0.304
28759,1.869
46310,3.075
43117,3.19
59696,2.546
10104,0.466
34360,3.253
38632,3.524
59747,1.021
69853,1.044
45229,3.909
26567,1.109
42826,0.471
26703,1.084
73191,0.658
44132,1.956
65718,1.815
41529,1.486
68629,2.116
55041,3.418
38846,0.249
80330,0.866
78295,1.327
22341,0.287
20568,2.254
66949,1.126
37710,2.186
55157,2.171
90267,3.725
19225,1.143
62475,0.388
18582,1.551
33159,2.049
54758,3.268
51653,3.787
30658,0.095
77920,3.242
94639,1.317
27621,3.87
56648,0.132
98247,0.455
23827,0.555
57849,0.391
26291,0.29
95683,3.231
53165,2.881
48390,0.859
34438,0.894
97021,1.575
96327,0.986
85089,1.281
64807,0.683
40050,2.436
57408,1.99
64544,0.69
41221,3.697
47167,0.278
37473,1.877
94893,3.827
87048,0.638
39810,1.699
87836,2.621
52034,2.038
63740,2.16
58500,2.867
42603,3.208
10751,1.087
27889,2.641
55434,3.932
82431,3.69
61395,2.734
51990,3.118
51464,2.221
37646,1.429
91847,3.209
35231,0.041
58383,3.199
92382,1.638
50985,3.815
73334,3.298
11077,3.947
96271,3.557
82929,2.179
92435,0.565
88358,2.58
96799,3.842
23669,3.734
62959,2.591
96233,0.342
27502,3.647
28197,0.96
66751,2.946
49283,1.408
33805,0.835
42073,3.157
28440,2.204
35124,3.921
91953,2.337
75248,2.309
97221,3.664
67541,0.664
53784,1.058
85405,1.28
87251,2.416
29012,1.071
50631,1.48
78338,3.168
66009,3.088
42057,0.888
50746,1.833
35227,2.829
80638,0.326
49606,1.654
71309,0.686
12064,0.017
93042,1.523
20463,1.114
34515,0.145
77812,1.465
90888,0.466
54431,2.642
99766,0.355
40392,3.34
81254,1.949
42214,0.554
30528,2.012
21215,2.043
67204,3.728
44297,1.62
84193,1.698
67486,2.747
62302,0.828
41048,0.283
32836,1.923
56762,2.344
11668,3.96
39087,1.345
96815,2.48
73890,2.785
76942,2.421
65951,0.776
83230,3.537
79844,1.679
33057,2.422
67866,1.361
68964,1.394
58758,1.897
53000,3.228
17135,3.161
76933,1.068
62304,1.244
97085,3.087
20804,0.952
26183,3.154
59159,0.063
29995,2.74
69508,0.877
82248,1.779
88574,2.787
48794,3.701
83301,2.593
85401,0.717
93782,2.68
50347,3.396
87258,0.631
58653,3.678
95722,1.907
12160,1.243
30377,0.167
78787,2.152
31587,1.871
15328,2.509
20634,3.881
71853,1.29
70440,0.132
94051,1.53
42332,3.274
50730,3.731
